,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
565,44,SS Lazio,Serie A,£43.70m,44,£34.74m,33,"-9,95 Mill. £",2018.0
566,45,Al-Nassr FC,Professional League,£43.38m,15,£180k,12,"-48,00 Mill. £",2018.0
567,46,Torino FC,Serie A,£43.25m,78,£15.48m,52,"-30,85 Mill. £",2018.0
568,47,Udinese Calcio,Serie A,£42.39m,65,£10.31m,50,"-35,65 Mill. £",2018.0
569,48,US Sassuolo,Serie A,£42.35m,68,£47.88m,44,"6,15 Mill. £",2018.0
570,49,VfB Stuttgart,Bundesliga,£42.30m,24,£15.53m,19,"-29,75 Mill. £",2018.0
571,50,Olympique Lyon,Ligue 1,£37.85m,21,£81.09m,17,"48,05 Mill. £",2018.0
573,51,Real Betis Balompié,LaLiga,£37.35m,24,£42.75m,22,"6,00 Mill. £",2018.0
574,52,Shakhtar Donetsk,Premier Liga,£37.08m,27,£62.10m,21,"27,80 Mill. £",2018.0
575,53,CF Monterrey,Liga MX Clausura,£36.45m,25,£4.03m,23,"-36,02 Mill. £",2018.0
576,54,CD Cruz Azul,Liga MX Clausura,£36.05m,33,£6.99m,21,"-32,30 Mill. £",2018.0
577,55,VfL Wolfsburg,Bundesliga,£36.00m,18,£4.32m,14,"-35,20 Mill. £",2018.0
578,56,Clube de Regatas do Flamengo,Série A,£34.49m,19,£81.18m,27,"51,87 Mill. £",2018.0
579,57,Zenit St. Petersburg,Premier Liga,£33.30m,23,£36.90m,13,"4,00 Mill. £",2018.0
580,58,Al-Ahli Jeddah,Professional League,£31.38m,29,-,27,"-34,87 Mill. £",2018.0
581,59,Cagliari Calcio,Serie A,£30.87m,43,£7.11m,37,"-26,40 Mill. £",2018.0
582,60,Bologna FC 1909,Serie A,£29.97m,58,£41.13m,45,"12,40 Mill. £",2018.0
583,61,Burnley FC,Premier League,£29.70m,8,£7.20m,9,"-25,00 Mill. £",2018.0
584,62,Athletic Bilbao,LaLiga,£29.61m,15,£72.00m,8,"47,10 Mill. £",2018.0
585,63,Sporting CP,Liga NOS,£29.43m,60,£48.57m,49,"21,27 Mill. £",2018.0
586,64,FC Porto,Liga NOS,£29.30m,45,£64.80m,35,"39,44 Mill. £",2018.0
587,65,Borussia Mönchengladbach,Bundesliga,£29.30m,13,£29.66m,10,400 Th. £,2018.0
588,66,TSG 1899 Hoffenheim,Bundesliga,£28.80m,25,£5.51m,19,"-25,88 Mill. £",2018.0
589,67,Bayer 04 Leverkusen,Bundesliga,£28.35m,12,£40.50m,9,"13,50 Mill. £",2018.0
590,68,RSC Anderlecht,Jupiler Pro League,£27.45m,41,£15.80m,28,"-12,95 Mill. £",2018.0
591,69,Dalian Yifang,Super League,£27.22m,17,£1.77m,17,"-28,28 Mill. £",2018.0
592,70,Watford FC,Premier League,£27.09m,32,£46.66m,23,"21,74 Mill. £",2018.0
593,71,1.FSV Mainz 05,Bundesliga,£27.00m,22,£50.04m,13,"25,60 Mill. £",2018.0
594,72,Celta de Vigo,LaLiga,£26.55m,28,£31.32m,21,"5,30 Mill. £",2018.0
595,73,Tianjin Tianhai,Super League,£26.10m,16,£26.22m,14,136 Th. £,2018.0
596,74,Club Atlético Boca Juniors,Primera División,£25.78m,39,£37.08m,31,"12,56 Mill. £",2018.0
597,75,OGC Nice,Ligue 1,£25.20m,15,£55.53m,12,"33,70 Mill. £",2018.0
599,76,Nottingham Forest,Championship,£24.69m,41,£1.08m,40,"-26,23 Mill. £",2018.0
600,77,Eintracht Frankfurt,Bundesliga,£24.35m,33,£17.01m,27,"-8,15 Mill. £",2018.0
601,78,Fenerbahce SK,Süper Lig,£24.07m,25,£23.45m,20,-690 Th. £,2018.0
602,79,Levante UD,LaLiga,£23.40m,21,£29.70m,25,"7,00 Mill. £",2018.0
603,80,SV Werder Bremen,Bundesliga,£23.22m,25,£24.17m,21,"1,05 Mill. £",2018.0
604,81,SL Benfica,Liga NOS,£23.05m,46,£60.15m,35,"41,22 Mill. £",2018.0
605,82,Galatasaray SK,Süper Lig,£22.98m,30,£27.76m,28,"5,31 Mill. £",2018.0
606,83,FK Krasnodar,Premier Liga,£22.95m,20,£10.71m,19,"-13,60 Mill. £",2018.0
607,84,SPAL,Serie A,£21.51m,52,£2.07m,49,"-21,60 Mill. £",2018.0
608,85,Dynamo Kyiv,Premier Liga,£21.42m,19,£6.75m,20,"-16,30 Mill. £",2018.0
609,86,CF América,Liga MX Clausura,£20.32m,29,£18.63m,24,"-1,88 Mill. £",2018.0
610,87,Getafe CF,LaLiga,£20.03m,35,£3.15m,31,"-18,75 Mill. £",2018.0
611,88,Guangzhou R&F,Super League,£19.72m,19,-,16,"-21,92 Mill. £",2018.0
612,89,Sociedade Esportiva Palmeiras,Série A,£19.41m,42,£21.06m,35,"1,83 Mill. £",2018.0
613,90,Club Brugge KV,Jupiler Pro League,£19.35m,29,£15.75m,24,"-4,00 Mill. £",2018.0
614,91,Middlesbrough FC,Championship,£19.35m,24,£43.28m,25,"26,59 Mill. £",2018.0
615,92,PSV Eindhoven,Eredivisie,£19.13m,20,£15.80m,13,"-3,70 Mill. £",2018.0
616,93,Parma Calcio 1913,Serie A,£18.36m,82,£270k,58,"-20,10 Mill. £",2018.0
617,94,FC Girondins Bordeaux,Ligue 1,£18.18m,24,£45.63m,23,"30,50 Mill. £",2018.0
618,95,RCD Espanyol Barcelona,LaLiga,£18.00m,16,£27.72m,15,"10,80 Mill. £",2018.0
619,96,Shenzhen FC,Super League,£17.94m,14,-,16,"-19,93 Mill. £",2018.0
620,97,KRC Genk,Jupiler Pro League,£17.24m,21,£18.14m,21,"1,00 Mill. £",2018.0
621,98,Aston Villa,Championship,£17.19m,30,£14.45m,29,"-3,05 Mill. £",2018.0
622,99,Santos Laguna,Liga MX Clausura,£16.75m,26,£23.30m,27,"7,28 Mill. £",2018.0
623,100,Hannover 96,Bundesliga,£16.67m,24,£12.19m,22,"-4,98 Mill. £",2018.0
625,101,FC Toulouse,Ligue 1,£16.61m,26,£32.40m,20,"17,55 Mill. £",2018.0
626,102,Spartak Moscow,Premier Liga,£16.29m,19,£19.13m,15,"3,15 Mill. £",2018.0
627,103,CD Leganés,LaLiga,£16.29m,34,£20.70m,37,"4,90 Mill. £",2018.0
628,104,Stade Rennais FC,Ligue 1,£16.20m,23,£17.55m,17,"1,50 Mill. £",2018.0
629,105,Tigres UANL,Liga MX Clausura,£15.75m,46,£270k,37,"-17,20 Mill. £",2018.0
630,106,Lokomotiv Moscow,Premier Liga,£15.75m,17,-,13,"-17,50 Mill. £",2018.0
631,107,São Paulo Futebol Clube,Série A,£15.63m,39,£24.62m,33,"9,98 Mill. £",2018.0
632,108,FC Empoli,Serie A,£15.57m,64,£23.31m,49,"8,60 Mill. £",2018.0
633,109,SC Freiburg,Bundesliga,£15.48m,19,£20.41m,22,"5,48 Mill. £",2018.0
634,110,Al-Wahda Mekka,Professional League,£15.48m,22,£950k,24,"-16,15 Mill. £",2018.0
635,111,1. FC Köln,2.Bundesliga,£14.31m,18,£42.12m,15,"30,90 Mill. £",2018.0
636,112,Al-Hilal Riyadh,Professional League,£14.20m,18,£3.99m,19,"-11,35 Mill. £",2018.0
637,113,RC Strasbourg Alsace,Ligue 1,£14.18m,17,£12.60m,15,"-1,75 Mill. £",2018.0
638,114,KAA Gent,Jupiler Pro League,£14.16m,39,£37.62m,27,"26,07 Mill. £",2018.0
639,115,Stade Reims,Ligue 1,£13.95m,20,£9.90m,17,"-4,50 Mill. £",2018.0
640,116,FC Nantes,Ligue 1,£13.59m,22,£19.80m,25,"6,90 Mill. £",2018.0
641,117,Atlanta United FC,MLS,£13.46m,19,£21.96m,11,"9,45 Mill. £",2018.0
642,118,Deportivo Guadalajara,Liga MX Clausura,£13.43m,29,£27.05m,20,"15,14 Mill. £",2018.0
643,119,Celtic FC,Premiership,£13.08m,21,£27.98m,21,"16,56 Mill. £",2018.0
644,120,Beijing Sinobo Guoan,Super League,£12.95m,13,£3.47m,13,"-10,54 Mill. £",2018.0
645,121,AS Saint-Étienne,Ligue 1,£12.60m,23,£16.83m,25,"4,70 Mill. £",2018.0
646,122,Benevento Calcio,Serie B,£12.33m,44,£8.37m,44,"-4,40 Mill. £",2018.0
647,123,FC Basel 1893,Super League,£11.93m,30,£25.68m,22,"15,28 Mill. £",2018.0
648,124,CF Pachuca,Liga MX Clausura,£11.90m,38,£5.40m,43,"-7,23 Mill. £",2018.0
649,125,Red Bull Salzburg,Bundesliga,£11.61m,42,£51.75m,26,"44,60 Mill. £",2018.0
651,126,Derby County,Championship,£11.59m,25,£13.01m,23,"1,57 Mill. £",2018.0
652,127,West Bromwich Albion,Championship,£11.42m,20,£23.94m,21,"13,91 Mill. £",2018.0
653,128,CSKA Moscow,Premier Liga,£11.04m,25,£37.80m,18,"29,73 Mill. £",2018.0
654,129,Shandong Luneng Taishan,Super League,£10.80m,13,-,13,"-12,00 Mill. £",2018.0
655,130,Hertha BSC,Bundesliga,£10.80m,20,£15.21m,13,"4,90 Mill. £",2018.0
656,131,Real Sociedad,LaLiga,£10.80m,10,£27.72m,14,"18,80 Mill. £",2018.0
657,132,Crystal Palace,Premier League,£10.67m,15,-,18,"-11,85 Mill. £",2018.0
658,133,Rangers FC,Premiership,£10.64m,33,£2.78m,27,"-8,73 Mill. £",2018.0
659,134,Racing Club,Primera División,£10.47m,34,£18.13m,23,"8,52 Mill. £",2018.0
660,135,Santos FC,Série A,£10.35m,32,£4.92m,27,"-6,04 Mill. £",2018.0
661,136,SK Slavia Prag,Fortuna Liga,£10.30m,36,£405k,29,"-10,99 Mill. £",2018.0
662,137,Leeds United,Championship,£10.17m,33,£6.03m,30,"-4,60 Mill. £",2018.0
663,138,Hebei China Fortune,Super League,£10.17m,13,£10.36m,13,212 Th. £,2018.0
664,139,Henan Jianye,Super League,£10.08m,22,£1.17m,20,"-9,90 Mill. £",2018.0
665,140,Tianjin Teda,Super League,£10.04m,13,-,10,"-11,16 Mill. £",2018.0
666,141,Club Tijuana,Liga MX Clausura,£9.95m,45,£1.80m,38,"-9,05 Mill. £",2018.0
667,142,Rayo Vallecano,LaLiga,£9.77m,26,£11.70m,29,"2,15 Mill. £",2018.0
668,143,Bristol City,Championship,£9.68m,19,£26.55m,23,"18,75 Mill. £",2018.0
669,144,Chievo Verona,Serie A,£9.45m,82,£17.01m,55,"8,40 Mill. £",2018.0
670,145,New York City FC,MLS,£9.45m,17,£40k,17,"-10,46 Mill. £",2018.0
671,146,Red Star Belgrade,SuperLiga,£9.27m,50,£21.65m,35,"13,75 Mill. £",2018.0
672,147,Deportivo de La Coruña,LaLiga2,£9.25m,29,£20.07m,31,"12,03 Mill. £",2018.0
673,148,Clube Atlético Mineiro,Série A,£9.22m,40,£12.24m,38,"3,36 Mill. £",2018.0
674,149,Girona FC,LaLiga,£9.18m,12,£2.97m,13,"-6,90 Mill. £",2018.0
675,150,HSC Montpellier,Ligue 1,£9.14m,15,£22.95m,11,"15,35 Mill. £",2018.0
677,151,Real Valladolid CF,LaLiga,£9.09m,25,-,27,"-10,10 Mill. £",2018.0
678,152,GNK Dinamo Zagreb,1.HNL,£9.05m,31,£31.64m,21,"25,10 Mill. £",2018.0
679,153,Deportivo Alavés,LaLiga,£9.02m,36,£8.10m,34,"-1,02 Mill. £",2018.0
680,154,Bayern Munich,Bundesliga,£9.00m,7,£75.60m,10,"74,00 Mill. £",2018.0
681,155,Standard Liège,Jupiler Pro League,£9.00m,29,£19.44m,23,"11,60 Mill. £",2018.0
682,156,Shenzhen FC Reserves,China,£8.97m,16,-,9,"-9,97 Mill. £",2018.0
683,157,SM Caen,Ligue 1,£8.78m,29,£13.05m,29,"4,75 Mill. £",2018.0
684,158,Club Atlético Independiente,Primera División,£8.74m,24,£16.74m,20,"8,89 Mill. £",2018.0
685,159,Toronto FC,MLS,£8.70m,20,£1.02m,17,"-8,53 Mill. £",2018.0
686,160,FC Midtjylland,Superligaen Championship round,£8.63m,41,£18.77m,32,"11,26 Mill. £",2018.0
687,161,PAOK Thessaloniki,Super League,£8.55m,62,£10.08m,42,"1,70 Mill. £",2018.0
688,162,El Ahly Cairo,Premier League,£8.51m,32,£1.22m,15,"-8,10 Mill. £",2018.0
689,163,Jiangsu Suning,Super League,£8.36m,21,£15.66m,21,"8,12 Mill. £",2018.0
690,164,Olympiacos Piraeus,Super League,£8.30m,68,£9.63m,60,"1,48 Mill. £",2018.0
691,165,FCO Dijon,Ligue 1,£8.28m,16,£3.60m,15,"-5,20 Mill. £",2018.0
692,166,LOSC Lille,Ligue 1,£8.01m,20,£62.64m,20,"60,70 Mill. £",2018.0
693,167,Sport Club Corinthians Paulista,Série A,£7.99m,41,£14.50m,49,"7,23 Mill. £",2018.0
694,168,Wuhan Zall,Super League,£7.88m,17,£177k,16,"-8,56 Mill. £",2018.0
695,169,Besiktas JK,Süper Lig,£7.79m,24,£17.28m,20,"10,54 Mill. £",2018.0
696,170,FC Metz,Ligue 2,£7.74m,30,£12.68m,30,"5,49 Mill. £",2018.0
697,171,SD Eibar,LaLiga,£7.20m,20,£6.98m,20,-250 Th. £,2018.0
698,172,Sharjah Cultural Sports Club,UAE Gulf League,£6.75m,8,-,13,"-7,50 Mill. £",2018.0
699,173,Changchun Yatai,League One,£6.68m,19,£9.54m,20,"3,18 Mill. £",2018.0
700,174,FC Ingolstadt 04,2.Bundesliga,£6.67m,27,£15.12m,23,"9,39 Mill. £",2018.0
701,175,Club Atlético River Plate,Primera División,£6.66m,22,£23.91m,19,"19,16 Mill. £",2018.0
703,176,Frosinone Calcio,Serie A,£6.48m,31,£270k,34,"-6,90 Mill. £",2018.0
704,177,Swansea City,Championship,£6.44m,22,£44.78m,22,"42,60 Mill. £",2018.0
705,178,SD Huesca,LaLiga,£6.30m,27,£360k,34,"-6,60 Mill. £",2018.0
706,179,FK Rostov,Premier Liga,£6.27m,28,£8.46m,25,"2,44 Mill. £",2018.0
707,180,FC Copenhagen,Superligaen Championship round,£6.23m,15,£17.42m,14,"12,43 Mill. £",2018.0
708,181,Los Angeles FC,MLS,£6.18m,26,£900k,30,"-5,87 Mill. £",2018.0
709,182,AZ Alkmaar,Eredivisie,£6.12m,19,£27.18m,15,"23,40 Mill. £",2018.0
710,183,Fortuna Düsseldorf,Bundesliga,£6.08m,25,£540k,25,"-6,15 Mill. £",2018.0
711,184,FC Barcelona B,2ª B - Grupo III,£6.03m,40,£4.95m,28,"-1,20 Mill. £",2018.0
712,185,Sheffield United,Championship,£6.03m,26,£11.16m,29,"5,70 Mill. £",2018.0
713,186,FC Augsburg,Bundesliga,£5.99m,23,£2.57m,13,"-3,80 Mill. £",2018.0
714,187,Urawa Red Diamonds,J1 League,£5.94m,15,-,12,"-6,60 Mill. £",2018.0
715,188,Brentford FC,Championship,£5.90m,16,£31.46m,16,"28,40 Mill. £",2018.0
716,189,Seattle Sounders FC,MLS,£5.76m,15,£39k,25,"-6,36 Mill. £",2018.0
717,190,SC Braga,Liga NOS,£5.63m,32,£18.59m,22,"14,39 Mill. £",2018.0
718,191,Cruzeiro Esporte Clube,Série A,£5.63m,30,£18.76m,32,"14,59 Mill. £",2018.0
719,192,SC Amiens,Ligue 1,£5.52m,25,£9.00m,32,"3,86 Mill. £",2018.0
720,193,Deportivo Toluca,Liga MX Clausura,£5.52m,27,£9.90m,29,"4,87 Mill. £",2018.0
721,194,Grêmio Foot-Ball Porto Alegrense,Série A,£5.43m,31,£50.09m,33,"49,63 Mill. £",2018.0
722,195,Roma Primavera,Primavera 1,£5.40m,31,-,24,"-6,00 Mill. £",2018.0
723,196,Shanghai Greenland Shenhua,Super League,£5.27m,15,-,17,"-5,85 Mill. £",2018.0
724,197,Asociación Atlética Argentinos Juniors,Primera División,£5.04m,33,£15.01m,23,"11,08 Mill. £",2018.0
725,198,Istanbul Basaksehir,Süper Lig,£4.95m,28,£4.05m,19,"-1,00 Mill. £",2018.0
726,199,Norwich City,Championship,£4.91m,23,£33.84m,21,"32,15 Mill. £",2018.0
727,200,Bröndby IF,Superligaen Championship round,£4.88m,22,£5.83m,18,"1,06 Mill. £",2018.0
729,201,Club Atlético Huracán,Primera División,£4.79m,36,£8.55m,29,"4,17 Mill. £",2018.0
730,202,US Palermo,Serie B,£4.77m,39,£13.95m,28,"10,20 Mill. £",2018.0
731,203,Kasimpasa,Süper Lig,£4.77m,22,£9.36m,24,"5,10 Mill. £",2018.0
732,204,Reading FC,Championship,£4.73m,32,£5.27m,31,600 Th. £,2018.0
733,205,Rapid Vienna,Bundesliga,£4.73m,26,£8.01m,22,"3,65 Mill. £",2018.0
734,206,Juventus Primavera,Primavera 1,£4.59m,60,-,50,"-5,10 Mill. £",2018.0
735,207,Wigan Athletic,Championship,£4.54m,27,£6.03m,32,"1,66 Mill. £",2018.0
736,208,AC Perugia Calcio,Serie B,£4.50m,38,£4.50m,42,+-0,2018.0
737,209,1.FC Nuremberg,Bundesliga,£4.37m,11,-,13,"-4,85 Mill. £",2018.0
738,210,AEK Athens,Super League,£4.23m,35,£2.88m,31,"-1,50 Mill. £",2018.0
739,211,Zamalek SC,Premier League,£4.22m,33,£5.29m,23,"1,19 Mill. £",2018.0
740,212,Club Universidad de Chile,Primera División,£4.18m,27,-,29,"-4,64 Mill. £",2018.0
741,213,Hapoel Beer Sheva,Ligat ha'Al,£4.08m,28,£4.92m,30,940 Th. £,2018.0
742,214,Alanyaspor,Süper Lig,£4.06m,26,£3.60m,28,-510 Th. £,2018.0
743,215,SCO Angers,Ligue 1,£4.01m,26,£18.90m,20,"16,55 Mill. £",2018.0
744,216,Al-Shabab Riyadh,Professional League,£3.94m,22,£1.17m,27,"-3,08 Mill. £",2018.0
745,217,Juventus U23,Serie C - A,£3.87m,46,£855k,19,"-3,35 Mill. £",2018.0
746,218,Sunderland AFC,League One,£3.87m,31,£23.66m,26,"21,99 Mill. £",2018.0
747,219,Club León FC,Liga MX Clausura,£3.82m,31,£5.35m,26,"1,70 Mill. £",2018.0
748,220,PFK Ludogorets Razgrad,Parva Liga,£3.78m,12,£5.40m,12,"1,80 Mill. £",2018.0
749,221,Real Madrid U19,Spain,£3.74m,18,-,22,"-4,15 Mill. £",2018.0
750,222,US Cremonese,Serie B,£3.60m,38,-,43,"-4,00 Mill. £",2018.0
751,223,FC Crotone,Serie B,£3.57m,52,£3.69m,47,129 Th. £,2018.0
752,224,UD Las Palmas,LaLiga2,£3.51m,34,£5.22m,30,"1,90 Mill. £",2018.0
753,225,Brescia Calcio,Serie B,£3.51m,31,£450k,33,"-3,40 Mill. £",2018.0
755,226,FC Dallas,MLS,£3.48m,22,£2.91m,18,-640 Th. £,2018.0
756,227,Delfino Pescara 1936,Serie B,£3.42m,71,£12.20m,63,"9,75 Mill. £",2018.0
757,228,Minnesota United FC,MLS,£3.38m,19,£779k,22,"-2,89 Mill. £",2018.0
758,229,AC Sparta Praha,Fortuna Liga,£3.32m,39,£12.74m,28,"10,48 Mill. £",2018.0
759,230,Club Atlético San Lorenzo de Almagro,Primera División,£3.23m,25,£6.11m,23,"3,20 Mill. £",2018.0
760,231,Akhmat Grozny,Premier Liga,£3.20m,15,£6.39m,13,"3,54 Mill. £",2018.0
761,232,EA Guingamp,Ligue 1,£3.15m,19,£3.60m,14,500 Th. £,2018.0
762,233,Ipswich Town,Championship,£3.09m,30,£9.90m,26,"7,57 Mill. £",2018.0
763,234,Atlas Guadalajara,Liga MX Clausura,£3.08m,46,£7.79m,40,"5,23 Mill. £",2018.0
764,235,Konyaspor,Süper Lig,£3.06m,34,£2.03m,27,"-1,15 Mill. £",2018.0
765,236,Monarcas Morelia,Liga MX Clausura,£2.89m,27,£11.21m,30,"9,25 Mill. £",2018.0
766,237,FC Groningen,Eredivisie,£2.88m,18,£2.25m,16,-700 Th. £,2018.0
767,238,Millwall FC,Championship,£2.88m,18,£7.02m,26,"4,60 Mill. £",2018.0
768,239,Ferencvárosi TC,NB I.,£2.87m,26,-,20,"-3,19 Mill. £",2018.0
769,240,Vitória Guimarães SC,Liga NOS,£2.86m,26,£13.28m,27,"11,57 Mill. £",2018.0
770,241,US Salernitana 1919,Serie B,£2.84m,52,£6.30m,46,"3,85 Mill. £",2018.0
771,242,Club Atlético Vélez Sarsfield,Primera División,£2.82m,19,£9.59m,16,"7,53 Mill. £",2018.0
772,243,Portimonense SC,Liga NOS,£2.72m,29,£41.40m,33,"42,98 Mill. £",2018.0
773,244,Nîmes Olympique,Ligue 1,£2.70m,14,-,11,"-3,00 Mill. £",2018.0
774,245,Guizhou Hengfeng,League One,£2.66m,18,£4.47m,17,"2,01 Mill. £",2018.0
775,246,Ceará Sporting Club,Série A,£2.57m,28,£3.13m,33,620 Th. £,2018.0
776,247,Molde FK,Eliteserien,£2.34m,20,£4.50m,22,"2,40 Mill. £",2018.0
777,248,Club Necaxa,Liga MX Clausura,£2.17m,34,£13.45m,34,"12,53 Mill. £",2018.0
778,249,Rosenborg BK,Eliteserien,£1.80m,11,£2.20m,15,440 Th. £,2018.0
779,250,Puebla FC,Liga MX Clausura,£1.36m,34,-,31,"-1,51 Mill. £",2018.0
